Data as of,Start week,End Week,HHS Region,State,Place of Death,Age group,All Deaths involving COVID-19 (U07.1),Deaths from All Causes,"Deaths involving Pneumonia, with or without COVID-19, excluding Influenza deaths
(J12.0–J18.9)","Deaths involving COVID-19 and Pneumonia, excluding Influenza (U07.1 and J12.0–J18.9)"
07/23/2020,02/01/2020,07/18/2020,10,Multiple,Nursing home/longterm care facility,All ages,453,9609,526,163
07/23/2020,02/01/2020,07/18/2020,10,Multiple,Other,All ages,32,3394,76,10
07/23/2020,02/01/2020,07/18/2020,10,Multiple,Place of death unknown,All ages,17,1740,64,
07/23/2020,02/01/2020,07/18/2020,10,Multiple,Decedent's home,All ages,121,21323,419,44
07/23/2020,02/01/2020,07/18/2020,1,Multiple,Hospice facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,1,Multiple,Hospice facility,15-44 years,,49,,
07/23/2020,02/01/2020,07/18/2020,1,Multiple,Hospice facility,45-64 years,,547,11,
07/23/2020,02/01/2020,07/18/2020,1,Multiple,Hospice facility,65-74 years,34,757,49,24
07/23/2020,02/01/2020,07/18/2020,1,Multiple,Hospice facility,75-84 years,49,972,69,31
07/23/2020,02/01/2020,07/18/2020,1,Multiple,Hospice facility,85 years and over,60,1216,105,42
07/23/2020,02/01/2020,07/18/2020,1,Multiple,"Healthcare setting, dead on arrival",0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,1,Multiple,"Healthcare setting, dead on arrival",15-44 years,,132,,
07/23/2020,02/01/2020,07/18/2020,1,Multiple,"Healthcare setting, dead on arrival",45-64 years,,109,,
07/23/2020,02/01/2020,07/18/2020,1,Multiple,"Healthcare setting, dead on arrival",65-74 years,,52,,
07/23/2020,02/01/2020,07/18/2020,1,Multiple,"Healthcare setting, dead on arrival",75-84 years,,30,,
07/23/2020,02/01/2020,07/18/2020,1,Multiple,"Healthcare setting, dead on arrival",85 years and over,,31,,
07/23/2020,02/01/2020,07/18/2020,1,Multiple,"Healthcare setting, inpatient",0-14 years,,232,,
07/23/2020,02/01/2020,07/18/2020,1,Multiple,"Healthcare setting, inpatient",15-44 years,94,775,70,22
07/23/2020,02/01/2020,07/18/2020,1,Multiple,"Healthcare setting, inpatient",45-64 years,917,3765,710,389
07/23/2020,02/01/2020,07/18/2020,1,Multiple,"Healthcare setting, inpatient",65-74 years,1375,4684,1155,639
07/23/2020,02/01/2020,07/18/2020,1,Multiple,"Healthcare setting, inpatient",75-84 years,1864,5808,1581,868
07/23/2020,02/01/2020,07/18/2020,1,Multiple,"Healthcare setting, inpatient",85 years and over,2054,6028,1742,980
07/23/2020,02/01/2020,07/18/2020,1,Multiple,"Healthcare setting, outpatient or emergency room",0-14 years,,56,,
07/23/2020,02/01/2020,07/18/2020,1,Multiple,"Healthcare setting, outpatient or emergency room",15-44 years,12,465,,
07/23/2020,02/01/2020,07/18/2020,1,Multiple,"Healthcare setting, outpatient or emergency room",45-64 years,71,1097,32,10
07/23/2020,02/01/2020,07/18/2020,1,Multiple,"Healthcare setting, outpatient or emergency room",65-74 years,68,832,49,14
07/23/2020,02/01/2020,07/18/2020,1,Multiple,"Healthcare setting, outpatient or emergency room",75-84 years,76,780,58,21
07/23/2020,02/01/2020,07/18/2020,1,Multiple,"Healthcare setting, outpatient or emergency room",85 years and over,76,701,62,16
07/23/2020,02/01/2020,07/18/2020,1,Multiple,Nursing home/longterm care facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,1,Multiple,Nursing home/longterm care facility,15-44 years,,16,,
07/23/2020,02/01/2020,07/18/2020,1,Multiple,Nursing home/longterm care facility,45-64 years,140,620,38,22
07/23/2020,02/01/2020,07/18/2020,1,Multiple,Nursing home/longterm care facility,65-74 years,566,1819,136,82
07/23/2020,02/01/2020,07/18/2020,1,Multiple,Nursing home/longterm care facility,75-84 years,1442,4504,423,250
07/23/2020,02/01/2020,07/18/2020,1,Multiple,Nursing home/longterm care facility,85 years and over,3604,11023,1127,645
07/23/2020,02/01/2020,07/18/2020,1,Multiple,Other,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,1,Multiple,Other,15-44 years,,586,,
07/23/2020,02/01/2020,07/18/2020,1,Multiple,Other,45-64 years,,588,,
07/23/2020,02/01/2020,07/18/2020,1,Multiple,Other,65-74 years,19,336,,
07/23/2020,02/01/2020,07/18/2020,1,Multiple,Other,75-84 years,68,549,23,
07/23/2020,02/01/2020,07/18/2020,1,Multiple,Other,85 years and over,242,1457,61,29
07/23/2020,02/01/2020,07/18/2020,1,Multiple,Place of death unknown,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,1,Multiple,Place of death unknown,15-44 years,,175,,
07/23/2020,02/01/2020,07/18/2020,1,Multiple,Place of death unknown,45-64 years,11,606,28,
07/23/2020,02/01/2020,07/18/2020,1,Multiple,Place of death unknown,65-74 years,19,688,45,11
07/23/2020,02/01/2020,07/18/2020,1,Multiple,Place of death unknown,75-84 years,35,1054,65,12
07/23/2020,02/01/2020,07/18/2020,1,Multiple,Place of death unknown,85 years and over,40,1723,82,
07/23/2020,02/01/2020,07/18/2020,1,Multiple,Decedent's home,0-14 years,,22,,
07/23/2020,02/01/2020,07/18/2020,1,Multiple,Decedent's home,15-44 years,,1151,,
07/23/2020,02/01/2020,07/18/2020,1,Multiple,Decedent's home,45-64 years,64,3852,47,10
07/23/2020,02/01/2020,07/18/2020,1,Multiple,Decedent's home,65-74 years,64,3712,69,
07/23/2020,02/01/2020,07/18/2020,1,Multiple,Decedent's home,75-84 years,68,4450,112,19
07/23/2020,02/01/2020,07/18/2020,1,Multiple,Decedent's home,85 years and over,129,6227,229,27
07/23/2020,02/01/2020,07/18/2020,2,Multiple,Hospice facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,2,Multiple,Hospice facility,15-44 years,,75,,
07/23/2020,02/01/2020,07/18/2020,2,Multiple,Hospice facility,45-64 years,43,819,55,22
07/23/2020,02/01/2020,07/18/2020,2,Multiple,Hospice facility,65-74 years,99,1119,103,46
07/23/2020,02/01/2020,07/18/2020,2,Multiple,Hospice facility,75-84 years,220,1510,208,140
07/23/2020,02/01/2020,07/18/2020,2,Multiple,Hospice facility,85 years and over,335,2045,311,187
07/23/2020,02/01/2020,07/18/2020,2,Multiple,"Healthcare setting, dead on arrival",0-14 years,,18,,
07/23/2020,02/01/2020,07/18/2020,2,Multiple,"Healthcare setting, dead on arrival",15-44 years,,115,,
07/23/2020,02/01/2020,07/18/2020,2,Multiple,"Healthcare setting, dead on arrival",45-64 years,14,226,,
07/23/2020,02/01/2020,07/18/2020,2,Multiple,"Healthcare setting, dead on arrival",65-74 years,18,149,,
07/23/2020,02/01/2020,07/18/2020,2,Multiple,"Healthcare setting, dead on arrival",75-84 years,19,118,12,
07/23/2020,02/01/2020,07/18/2020,2,Multiple,"Healthcare setting, dead on arrival",85 years and over,13,120,,
07/23/2020,02/01/2020,07/18/2020,2,Multiple,"Healthcare setting, inpatient",0-14 years,,560,,
07/23/2020,02/01/2020,07/18/2020,2,Multiple,"Healthcare setting, inpatient",15-44 years,1023,2753,635,465
07/23/2020,02/01/2020,07/18/2020,2,Multiple,"Healthcare setting, inpatient",45-64 years,7092,14940,4717,3530
07/23/2020,02/01/2020,07/18/2020,2,Multiple,"Healthcare setting, inpatient",65-74 years,7675,16299,5344,3820
07/23/2020,02/01/2020,07/18/2020,2,Multiple,"Healthcare setting, inpatient",75-84 years,8051,18235,6282,4231
07/23/2020,02/01/2020,07/18/2020,2,Multiple,"Healthcare setting, inpatient",85 years and over,6505,16612,5812,3543
07/23/2020,02/01/2020,07/18/2020,2,Multiple,"Healthcare setting, outpatient or emergency room",0-14 years,,167,,
07/23/2020,02/01/2020,07/18/2020,2,Multiple,"Healthcare setting, outpatient or emergency room",15-44 years,100,1080,53,30
07/23/2020,02/01/2020,07/18/2020,2,Multiple,"Healthcare setting, outpatient or emergency room",45-64 years,507,2478,257,170
07/23/2020,02/01/2020,07/18/2020,2,Multiple,"Healthcare setting, outpatient or emergency room",65-74 years,518,2160,323,190
07/23/2020,02/01/2020,07/18/2020,2,Multiple,"Healthcare setting, outpatient or emergency room",75-84 years,537,2231,356,209
07/23/2020,02/01/2020,07/18/2020,2,Multiple,"Healthcare setting, outpatient or emergency room",85 years and over,454,2032,354,174
07/23/2020,02/01/2020,07/18/2020,2,Multiple,Nursing home/longterm care facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,2,Multiple,Nursing home/longterm care facility,15-44 years,21,126,14,
07/23/2020,02/01/2020,07/18/2020,2,Multiple,Nursing home/longterm care facility,45-64 years,371,1871,224,120
07/23/2020,02/01/2020,07/18/2020,2,Multiple,Nursing home/longterm care facility,65-74 years,945,4154,482,300
07/23/2020,02/01/2020,07/18/2020,2,Multiple,Nursing home/longterm care facility,75-84 years,2333,8991,1180,760
07/23/2020,02/01/2020,07/18/2020,2,Multiple,Nursing home/longterm care facility,85 years and over,5307,21125,2754,1681
07/23/2020,02/01/2020,07/18/2020,2,Multiple,Other,0-14 years,,22,,
07/23/2020,02/01/2020,07/18/2020,2,Multiple,Other,15-44 years,10,1173,,
07/23/2020,02/01/2020,07/18/2020,2,Multiple,Other,45-64 years,49,1198,21,11
07/23/2020,02/01/2020,07/18/2020,2,Multiple,Other,65-74 years,51,638,33,17
07/23/2020,02/01/2020,07/18/2020,2,Multiple,Other,75-84 years,76,725,36,23
07/23/2020,02/01/2020,07/18/2020,2,Multiple,Other,85 years and over,219,1342,101,55
07/23/2020,02/01/2020,07/18/2020,2,Multiple,Place of death unknown,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,2,Multiple,Place of death unknown,15-44 years,,75,,
07/23/2020,02/01/2020,07/18/2020,2,Multiple,Place of death unknown,45-64 years,14,292,16,
07/23/2020,02/01/2020,07/18/2020,2,Multiple,Place of death unknown,65-74 years,19,299,26,12
07/23/2020,02/01/2020,07/18/2020,2,Multiple,Place of death unknown,75-84 years,10,389,28,
07/23/2020,02/01/2020,07/18/2020,2,Multiple,Place of death unknown,85 years and over,11,483,28,
07/23/2020,02/01/2020,07/18/2020,2,Multiple,Decedent's home,0-14 years,,77,,
07/23/2020,02/01/2020,07/18/2020,2,Multiple,Decedent's home,15-44 years,188,2891,29,11
07/23/2020,02/01/2020,07/18/2020,2,Multiple,Decedent's home,45-64 years,862,9150,148,65
07/23/2020,02/01/2020,07/18/2020,2,Multiple,Decedent's home,65-74 years,617,8725,134,52
07/23/2020,02/01/2020,07/18/2020,2,Multiple,Decedent's home,75-84 years,610,10964,227,68
07/23/2020,02/01/2020,07/18/2020,2,Multiple,Decedent's home,85 years and over,734,16502,502,156
07/23/2020,02/01/2020,07/18/2020,3,Multiple,Hospice facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,Multiple,Hospice facility,15-44 years,,144,,
07/23/2020,02/01/2020,07/18/2020,3,Multiple,Hospice facility,45-64 years,34,1365,48,13
07/23/2020,02/01/2020,07/18/2020,3,Multiple,Hospice facility,65-74 years,85,1972,131,32
07/23/2020,02/01/2020,07/18/2020,3,Multiple,Hospice facility,75-84 years,175,2334,214,84
07/23/2020,02/01/2020,07/18/2020,3,Multiple,Hospice facility,85 years and over,222,2728,302,91
07/23/2020,02/01/2020,07/18/2020,3,Multiple,"Healthcare setting, dead on arrival",0-14 years,,17,,
07/23/2020,02/01/2020,07/18/2020,3,Multiple,"Healthcare setting, dead on arrival",15-44 years,,87,,
07/23/2020,02/01/2020,07/18/2020,3,Multiple,"Healthcare setting, dead on arrival",45-64 years,,129,,
07/23/2020,02/01/2020,07/18/2020,3,Multiple,"Healthcare setting, dead on arrival",65-74 years,,43,,
07/23/2020,02/01/2020,07/18/2020,3,Multiple,"Healthcare setting, dead on arrival",75-84 years,,52,,
07/23/2020,02/01/2020,07/18/2020,3,Multiple,"Healthcare setting, dead on arrival",85 years and over,,30,,
07/23/2020,02/01/2020,07/18/2020,3,Multiple,"Healthcare setting, inpatient",0-14 years,,709,13,
07/23/2020,02/01/2020,07/18/2020,3,Multiple,"Healthcare setting, inpatient",15-44 years,205,1923,223,107
07/23/2020,02/01/2020,07/18/2020,3,Multiple,"Healthcare setting, inpatient",45-64 years,1595,8881,1657,817
07/23/2020,02/01/2020,07/18/2020,3,Multiple,"Healthcare setting, inpatient",65-74 years,1891,9652,2062,1020
07/23/2020,02/01/2020,07/18/2020,3,Multiple,"Healthcare setting, inpatient",75-84 years,2077,10344,2448,1140
07/23/2020,02/01/2020,07/18/2020,3,Multiple,"Healthcare setting, inpatient",85 years and over,1863,8852,2174,1032
07/23/2020,02/01/2020,07/18/2020,3,Multiple,"Healthcare setting, outpatient or emergency room",0-14 years,,189,,
07/23/2020,02/01/2020,07/18/2020,3,Multiple,"Healthcare setting, outpatient or emergency room",15-44 years,23,1179,21,
07/23/2020,02/01/2020,07/18/2020,3,Multiple,"Healthcare setting, outpatient or emergency room",45-64 years,90,1974,82,22
07/23/2020,02/01/2020,07/18/2020,3,Multiple,"Healthcare setting, outpatient or emergency room",65-74 years,73,1466,83,20
07/23/2020,02/01/2020,07/18/2020,3,Multiple,"Healthcare setting, outpatient or emergency room",75-84 years,89,1348,67,22
07/23/2020,02/01/2020,07/18/2020,3,Multiple,"Healthcare setting, outpatient or emergency room",85 years and over,92,1062,93,31
07/23/2020,02/01/2020,07/18/2020,3,Multiple,Nursing home/longterm care facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,Multiple,Nursing home/longterm care facility,15-44 years,,84,,
07/23/2020,02/01/2020,07/18/2020,3,Multiple,Nursing home/longterm care facility,45-64 years,155,1459,89,36
07/23/2020,02/01/2020,07/18/2020,3,Multiple,Nursing home/longterm care facility,65-74 years,531,3549,222,100
07/23/2020,02/01/2020,07/18/2020,3,Multiple,Nursing home/longterm care facility,75-84 years,1214,7929,489,224
07/23/2020,02/01/2020,07/18/2020,3,Multiple,Nursing home/longterm care facility,85 years and over,2985,18738,1175,515
07/23/2020,02/01/2020,07/18/2020,3,Multiple,Other,0-14 years,,49,,
07/23/2020,02/01/2020,07/18/2020,3,Multiple,Other,15-44 years,,2194,15,
07/23/2020,02/01/2020,07/18/2020,3,Multiple,Other,45-64 years,16,2067,16,
07/23/2020,02/01/2020,07/18/2020,3,Multiple,Other,65-74 years,24,980,19,
07/23/2020,02/01/2020,07/18/2020,3,Multiple,Other,75-84 years,33,1273,25,
07/23/2020,02/01/2020,07/18/2020,3,Multiple,Other,85 years and over,98,2123,72,14
07/23/2020,02/01/2020,07/18/2020,3,Multiple,Place of death unknown,0-14 years,,25,,
07/23/2020,02/01/2020,07/18/2020,3,Multiple,Place of death unknown,15-44 years,,252,,
07/23/2020,02/01/2020,07/18/2020,3,Multiple,Place of death unknown,45-64 years,18,694,29,
07/23/2020,02/01/2020,07/18/2020,3,Multiple,Place of death unknown,65-74 years,21,750,48,13
07/23/2020,02/01/2020,07/18/2020,3,Multiple,Place of death unknown,75-84 years,24,925,55,
07/23/2020,02/01/2020,07/18/2020,3,Multiple,Place of death unknown,85 years and over,27,1225,74,11
07/23/2020,02/01/2020,07/18/2020,3,Multiple,Decedent's home,0-14 years,,128,,
07/23/2020,02/01/2020,07/18/2020,3,Multiple,Decedent's home,15-44 years,36,2853,43,
07/23/2020,02/01/2020,07/18/2020,3,Multiple,Decedent's home,45-64 years,141,9657,131,30
07/23/2020,02/01/2020,07/18/2020,3,Multiple,Decedent's home,65-74 years,100,9759,142,24
07/23/2020,02/01/2020,07/18/2020,3,Multiple,Decedent's home,75-84 years,104,11399,167,21
07/23/2020,02/01/2020,07/18/2020,3,Multiple,Decedent's home,85 years and over,124,12450,316,39
07/23/2020,02/01/2020,07/18/2020,4,Multiple,Hospice facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,4,Multiple,Hospice facility,15-44 years,,580,20,
07/23/2020,02/01/2020,07/18/2020,4,Multiple,Hospice facility,45-64 years,55,5211,268,24
07/23/2020,02/01/2020,07/18/2020,4,Multiple,Hospice facility,65-74 years,113,7127,425,42
07/23/2020,02/01/2020,07/18/2020,4,Multiple,Hospice facility,75-84 years,269,9371,695,111
07/23/2020,02/01/2020,07/18/2020,4,Multiple,Hospice facility,85 years and over,397,10796,888,150
07/23/2020,02/01/2020,07/18/2020,4,Multiple,"Healthcare setting, dead on arrival",0-14 years,,20,,
07/23/2020,02/01/2020,07/18/2020,4,Multiple,"Healthcare setting, dead on arrival",15-44 years,,293,,
07/23/2020,02/01/2020,07/18/2020,4,Multiple,"Healthcare setting, dead on arrival",45-64 years,,493,11,
07/23/2020,02/01/2020,07/18/2020,4,Multiple,"Healthcare setting, dead on arrival",65-74 years,,307,,
07/23/2020,02/01/2020,07/18/2020,4,Multiple,"Healthcare setting, dead on arrival",75-84 years,,248,,
07/23/2020,02/01/2020,07/18/2020,4,Multiple,"Healthcare setting, dead on arrival",85 years and over,,184,,
07/23/2020,02/01/2020,07/18/2020,4,Multiple,"Healthcare setting, inpatient",0-14 years,,1596,24,
07/23/2020,02/01/2020,07/18/2020,4,Multiple,"Healthcare setting, inpatient",15-44 years,282,4675,558,150
07/23/2020,02/01/2020,07/18/2020,4,Multiple,"Healthcare setting, inpatient",45-64 years,1787,19402,3371,875
07/23/2020,02/01/2020,07/18/2020,4,Multiple,"Healthcare setting, inpatient",65-74 years,2274,20264,4075,1174
07/23/2020,02/01/2020,07/18/2020,4,Multiple,"Healthcare setting, inpatient",75-84 years,2523,21067,4590,1301
07/23/2020,02/01/2020,07/18/2020,4,Multiple,"Healthcare setting, inpatient",85 years and over,2042,15304,3501,1073
07/23/2020,02/01/2020,07/18/2020,4,Multiple,"Healthcare setting, outpatient or emergency room",0-14 years,,532,,
07/23/2020,02/01/2020,07/18/2020,4,Multiple,"Healthcare setting, outpatient or emergency room",15-44 years,36,3270,50,
07/23/2020,02/01/2020,07/18/2020,4,Multiple,"Healthcare setting, outpatient or emergency room",45-64 years,146,6112,182,38
07/23/2020,02/01/2020,07/18/2020,4,Multiple,"Healthcare setting, outpatient or emergency room",65-74 years,116,4453,163,36
07/23/2020,02/01/2020,07/18/2020,4,Multiple,"Healthcare setting, outpatient or emergency room",75-84 years,100,3996,193,33
07/23/2020,02/01/2020,07/18/2020,4,Multiple,"Healthcare setting, outpatient or emergency room",85 years and over,78,2598,136,24
07/23/2020,02/01/2020,07/18/2020,4,Multiple,Nursing home/longterm care facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,4,Multiple,Nursing home/longterm care facility,15-44 years,,127,12,
07/23/2020,02/01/2020,07/18/2020,4,Multiple,Nursing home/longterm care facility,45-64 years,62,2162,107,13
07/23/2020,02/01/2020,07/18/2020,4,Multiple,Nursing home/longterm care facility,65-74 years,179,5121,220,28
07/23/2020,02/01/2020,07/18/2020,4,Multiple,Nursing home/longterm care facility,75-84 years,547,10935,563,109
07/23/2020,02/01/2020,07/18/2020,4,Multiple,Nursing home/longterm care facility,85 years and over,992,20813,1025,184
07/23/2020,02/01/2020,07/18/2020,4,Multiple,Other,0-14 years,,148,,
07/23/2020,02/01/2020,07/18/2020,4,Multiple,Other,15-44 years,,5154,31,
07/23/2020,02/01/2020,07/18/2020,4,Multiple,Other,45-64 years,27,4461,53,
07/23/2020,02/01/2020,07/18/2020,4,Multiple,Other,65-74 years,38,2501,91,16
07/23/2020,02/01/2020,07/18/2020,4,Multiple,Other,75-84 years,54,3267,143,26
07/23/2020,02/01/2020,07/18/2020,4,Multiple,Other,85 years and over,81,5700,190,38
07/23/2020,02/01/2020,07/18/2020,4,Multiple,Place of death unknown,0-14 years,,121,,
07/23/2020,02/01/2020,07/18/2020,4,Multiple,Place of death unknown,15-44 years,22,1112,25,
07/23/2020,02/01/2020,07/18/2020,4,Multiple,Place of death unknown,45-64 years,65,3180,155,30
07/23/2020,02/01/2020,07/18/2020,4,Multiple,Place of death unknown,65-74 years,62,3266,204,25
07/23/2020,02/01/2020,07/18/2020,4,Multiple,Place of death unknown,75-84 years,78,3784,240,35
07/23/2020,02/01/2020,07/18/2020,4,Multiple,Place of death unknown,85 years and over,58,4126,228,30
07/23/2020,02/01/2020,07/18/2020,4,Multiple,Decedent's home,0-14 years,,309,,
07/23/2020,02/01/2020,07/18/2020,4,Multiple,Decedent's home,15-44 years,43,5879,59,
07/23/2020,02/01/2020,07/18/2020,4,Multiple,Decedent's home,45-64 years,124,21197,311,27
07/23/2020,02/01/2020,07/18/2020,4,Multiple,Decedent's home,65-74 years,123,21690,361,33
07/23/2020,02/01/2020,07/18/2020,4,Multiple,Decedent's home,75-84 years,105,24979,449,28
07/23/2020,02/01/2020,07/18/2020,4,Multiple,Decedent's home,85 years and over,109,25255,533,39
07/23/2020,02/01/2020,07/18/2020,5,Multiple,Hospice facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,5,Multiple,Hospice facility,15-44 years,,215,,
07/23/2020,02/01/2020,07/18/2020,5,Multiple,Hospice facility,45-64 years,26,2050,84,14
07/23/2020,02/01/2020,07/18/2020,5,Multiple,Hospice facility,65-74 years,58,3055,129,28
07/23/2020,02/01/2020,07/18/2020,5,Multiple,Hospice facility,75-84 years,143,4313,273,50
07/23/2020,02/01/2020,07/18/2020,5,Multiple,Hospice facility,85 years and over,282,5854,422,121
07/23/2020,02/01/2020,07/18/2020,5,Multiple,"Healthcare setting, dead on arrival",0-14 years,,23,,
07/23/2020,02/01/2020,07/18/2020,5,Multiple,"Healthcare setting, dead on arrival",15-44 years,,108,,
07/23/2020,02/01/2020,07/18/2020,5,Multiple,"Healthcare setting, dead on arrival",45-64 years,,126,,
07/23/2020,02/01/2020,07/18/2020,5,Multiple,"Healthcare setting, dead on arrival",65-74 years,,90,,
07/23/2020,02/01/2020,07/18/2020,5,Multiple,"Healthcare setting, dead on arrival",75-84 years,,55,,
07/23/2020,02/01/2020,07/18/2020,5,Multiple,"Healthcare setting, dead on arrival",85 years and over,,28,,
07/23/2020,02/01/2020,07/18/2020,5,Multiple,"Healthcare setting, inpatient",0-14 years,,1250,15,
07/23/2020,02/01/2020,07/18/2020,5,Multiple,"Healthcare setting, inpatient",15-44 years,350,3216,400,173
07/23/2020,02/01/2020,07/18/2020,5,Multiple,"Healthcare setting, inpatient",45-64 years,2587,14737,2958,1411
07/23/2020,02/01/2020,07/18/2020,5,Multiple,"Healthcare setting, inpatient",65-74 years,3245,16457,3797,1837
07/23/2020,02/01/2020,07/18/2020,5,Multiple,"Healthcare setting, inpatient",75-84 years,3447,17195,4267,1937
07/23/2020,02/01/2020,07/18/2020,5,Multiple,"Healthcare setting, inpatient",85 years and over,2981,14261,3655,1699
07/23/2020,02/01/2020,07/18/2020,5,Multiple,"Healthcare setting, outpatient or emergency room",0-14 years,,322,10,
07/23/2020,02/01/2020,07/18/2020,5,Multiple,"Healthcare setting, outpatient or emergency room",15-44 years,50,2026,33,12
07/23/2020,02/01/2020,07/18/2020,5,Multiple,"Healthcare setting, outpatient or emergency room",45-64 years,174,3737,153,57
07/23/2020,02/01/2020,07/18/2020,5,Multiple,"Healthcare setting, outpatient or emergency room",65-74 years,145,2861,159,52
07/23/2020,02/01/2020,07/18/2020,5,Multiple,"Healthcare setting, outpatient or emergency room",75-84 years,156,2478,162,54
07/23/2020,02/01/2020,07/18/2020,5,Multiple,"Healthcare setting, outpatient or emergency room",85 years and over,141,1933,160,52
07/23/2020,02/01/2020,07/18/2020,5,Multiple,Nursing home/longterm care facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,5,Multiple,Nursing home/longterm care facility,15-44 years,,164,,
07/23/2020,02/01/2020,07/18/2020,5,Multiple,Nursing home/longterm care facility,45-64 years,186,3162,163,39
07/23/2020,02/01/2020,07/18/2020,5,Multiple,Nursing home/longterm care facility,65-74 years,628,6627,375,117
07/23/2020,02/01/2020,07/18/2020,5,Multiple,Nursing home/longterm care facility,75-84 years,1331,13958,838,307
07/23/2020,02/01/2020,07/18/2020,5,Multiple,Nursing home/longterm care facility,85 years and over,2846,30325,1930,628
07/23/2020,02/01/2020,07/18/2020,5,Multiple,Other,0-14 years,,92,,
07/23/2020,02/01/2020,07/18/2020,5,Multiple,Other,15-44 years,,3029,19,
07/23/2020,02/01/2020,07/18/2020,5,Multiple,Other,45-64 years,28,2580,32,
07/23/2020,02/01/2020,07/18/2020,5,Multiple,Other,65-74 years,46,1512,36,10
07/23/2020,02/01/2020,07/18/2020,5,Multiple,Other,75-84 years,82,2254,79,20
07/23/2020,02/01/2020,07/18/2020,5,Multiple,Other,85 years and over,146,4738,163,29
07/23/2020,02/01/2020,07/18/2020,5,Multiple,Place of death unknown,0-14 years,,84,,
07/23/2020,02/01/2020,07/18/2020,5,Multiple,Place of death unknown,15-44 years,,638,10,
07/23/2020,02/01/2020,07/18/2020,5,Multiple,Place of death unknown,45-64 years,25,1790,75,14
07/23/2020,02/01/2020,07/18/2020,5,Multiple,Place of death unknown,65-74 years,34,1901,85,14
07/23/2020,02/01/2020,07/18/2020,5,Multiple,Place of death unknown,75-84 years,25,2241,115,12
07/23/2020,02/01/2020,07/18/2020,5,Multiple,Place of death unknown,85 years and over,38,2949,122,16
07/23/2020,02/01/2020,07/18/2020,5,Multiple,Decedent's home,0-14 years,,320,,
07/23/2020,02/01/2020,07/18/2020,5,Multiple,Decedent's home,15-44 years,67,5263,57,
07/23/2020,02/01/2020,07/18/2020,5,Multiple,Decedent's home,45-64 years,239,17936,290,43
07/23/2020,02/01/2020,07/18/2020,5,Multiple,Decedent's home,65-74 years,180,17266,294,27
07/23/2020,02/01/2020,07/18/2020,5,Multiple,Decedent's home,75-84 years,162,18668,420,47
07/23/2020,02/01/2020,07/18/2020,5,Multiple,Decedent's home,85 years and over,222,20518,538,57
07/23/2020,02/01/2020,07/18/2020,6,Multiple,Hospice facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,6,Multiple,Hospice facility,15-44 years,,224,,
07/23/2020,02/01/2020,07/18/2020,6,Multiple,Hospice facility,45-64 years,13,1532,78,
07/23/2020,02/01/2020,07/18/2020,6,Multiple,Hospice facility,65-74 years,39,1999,164,19
07/23/2020,02/01/2020,07/18/2020,6,Multiple,Hospice facility,75-84 years,63,2374,220,35
07/23/2020,02/01/2020,07/18/2020,6,Multiple,Hospice facility,85 years and over,85,2368,238,41
07/23/2020,02/01/2020,07/18/2020,6,Multiple,"Healthcare setting, dead on arrival",0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,6,Multiple,"Healthcare setting, dead on arrival",15-44 years,,55,,
07/23/2020,02/01/2020,07/18/2020,6,Multiple,"Healthcare setting, dead on arrival",45-64 years,,51,,
07/23/2020,02/01/2020,07/18/2020,6,Multiple,"Healthcare setting, dead on arrival",65-74 years,,37,,
07/23/2020,02/01/2020,07/18/2020,6,Multiple,"Healthcare setting, dead on arrival",75-84 years,,27,,
07/23/2020,02/01/2020,07/18/2020,6,Multiple,"Healthcare setting, dead on arrival",85 years and over,,17,,
07/23/2020,02/01/2020,07/18/2020,6,Multiple,"Healthcare setting, inpatient",0-14 years,,1129,21,
07/23/2020,02/01/2020,07/18/2020,6,Multiple,"Healthcare setting, inpatient",15-44 years,286,3090,456,161
07/23/2020,02/01/2020,07/18/2020,6,Multiple,"Healthcare setting, inpatient",45-64 years,1445,12296,2184,695
07/23/2020,02/01/2020,07/18/2020,6,Multiple,"Healthcare setting, inpatient",65-74 years,1469,11674,2441,768
07/23/2020,02/01/2020,07/18/2020,6,Multiple,"Healthcare setting, inpatient",75-84 years,1607,11523,2696,872
07/23/2020,02/01/2020,07/18/2020,6,Multiple,"Healthcare setting, inpatient",85 years and over,1123,7962,2002,634
07/23/2020,02/01/2020,07/18/2020,6,Multiple,"Healthcare setting, outpatient or emergency room",0-14 years,,329,,
